dt64,OBJECT_ID,Name,coverage,date,ice_off_prob,ice_on_prob,lic,sensor,sensor_w,prob,w,outlier,unwanted,lic_w
2017-03-28 05:34:58,IW35016647,Lake St. Moritz,0.96451405702586,2017-03-28T05:34:58,0.5384102612733841,0.9232562134404402,99.72375690607734,Sentinel-1,0.02,84.43862061506755,1.6288447307821243,False,False,162.43451597026157
2017-03-29 05:25:55,IW35016647,Lake St. Moritz,0.9736276746594128,2017-03-29T05:25:55,1.0,0.9550089729134992,100.0,Sentinel-1,0.02,91.00179458269983,1.7720373129877518,False,False,177.20373129877518
2017-03-29 10:12:57,IW35016647,Lake St. Moritz,0.4930242210622853,2017-03-29T10:12:57,0.7965468217373071,0.8183896589836827,66.31853785900783,Landsat-7,1.0,62.20653440520522,30.669328170110553,False,False,2033.945001359812
2017-03-30 10:04:08,IW35016647,Lake St. Moritz,0.3910194152876225,2017-03-30T10:04:08,1.0,0.7545037841717136,100.0,Landsat-8,1.0,50.90075683434272,19.903184175062147,False,False,1990.3184175062147
2017-03-30 17:14:07,IW35016647,Lake St. Moritz,0.976841498799477,2017-03-30T17:14:07,0.51255202293396,0.8066517739684396,99.86187845303868,Sentinel-1,0.02,61.249111768540274,1.1966134828023514,False,False,119.49607017487571
2017-03-31 17:06:41,IW35016647,Lake St. Moritz,0.972085096044141,2017-03-31T17:06:41,0.5253843080308122,0.7088528874383515,97.23756906077348,Sentinel-1,0.02,40.75693892740765,0.7923842578342851,True,True,77.04951899383104
2017-04-03 05:34:00,IW35016647,Lake St. Moritz,0.9641827090946574,2017-04-03T05:34:00,1.0,0.9231256582066164,100.0,Sentinel-1,0.02,84.62513164132328,1.6318817736684619,False,True,163.1881773668462
2017-04-04 05:26:40,IW35016647,Lake St. Moritz,0.964057907400414,2017-04-04T05:26:40,1.0,0.9428611973727836,100.0,Sentinel-1,0.02,88.57223947455672,1.7077753568321898,False,True,170.77753568321899
2017-04-05 17:14:51,IW35016647,Lake St. Moritz,0.9774609073824436,2017-04-05T17:14:51,1.0,0.8947046722296671,100.0,Sentinel-1,0.02,78.94093444593342,1.5432335482628017,False,True,154.32335482628017
2017-04-06 17:05:58,IW35016647,Lake St. Moritz,0.9767725734310416,2017-04-06T17:05:58,0.525995709002018,0.919310355159921,99.4475138121547,Sentinel-1,0.02,83.4274692130252,1.6297932759609126,False,True,162.0788893220797
2017-04-07 10:06:49,IW35016647,Lake St. Moritz,0.3256061356363116,2017-04-07T10:06:49,0.7698116891307263,0.7542332195697871,51.55038759689923,Landsat-7,1.0,52.35618553807943,17.047495249711787,False,False,878.804987678941
2017-04-09 05:34:58,IW35016647,Lake St. Moritz,0.9763277807291986,2017-04-09T05:34:58,0.5594076411190528,0.5450463147418622,61.87845303867403,Sentinel-1,0.02,10.104214904202438,0.19730051426861717,True,True,12.208650606676864
2017-04-10 05:25:56,IW35016647,Lake St. Moritz,0.976724512115165,2017-04-10T05:25:56,0.5717648683480315,0.5750470575580026,67.67955801104972,Sentinel-1,0.02,14.797247899685257,0.28905669470934464,True,True,19.56322933806338
2017-04-11 17:14:07,IW35016647,Lake St. Moritz,0.9775053486096288,2017-04-11T17:14:07,0.5429335845417615,0.7387954160481447,93.23204419889504,Sentinel-1,0.02,45.107914772111606,0.8818645590873275,True,True,82.21803555026881
2017-04-12 17:06:41,IW35016647,Lake St. Moritz,0.966719966812007,2017-04-12T17:06:41,0.6274410792341615,0.5349910187721253,10.359116022099448,Sentinel-1,0.02,23.572814041679614,0.4557662001607626,True,True,4.721334946416739
2017-04-14 10:13:03,IW35016647,Lake St. Moritz,0.5819800137849442,2017-04-14T10:13:03,0.8727917025692167,1.0,0.0,Landsat-7,1.0,74.55834051384333,43.391464040029106,False,False,0.0
2017-04-15 05:34:01,IW35016647,Lake St. Moritz,0.9760427457433384,2017-04-15T05:34:01,0.6295138323665237,0.5896422124930759,40.88397790055249,Sentinel-1,0.02,22.6425456217742,0.4420018479859059,True,True,18.070793785059138
2017-04-16 05:26:40,IW35016647,Lake St. Moritz,0.9627384590423568,2017-04-16T05:26:40,0.5818354109997975,0.6393613839455244,66.9889502762431,Sentinel-1,0.02,24.074291282467115,0.46354492183638474,True,True,31.052387719702573
2017-04-17 17:14:51,IW35016647,Lake St. Moritz,0.9636451872718518,2017-04-17T17:14:51,0.5697481397793676,0.5905465399718343,44.613259668508285,Sentinel-1,0.02,15.805396812825652,0.3046158914320261,True,True,13.589907863611108
2017-04-18 17:05:59,IW35016647,Lake St. Moritz,0.9744263739396676,2017-04-18T17:05:59,0.5949755082600308,0.7490308587922534,81.07734806629834,Sentinel-1,0.02,43.97590020515938,0.8570255395529227,True,True,69.48535797203945
2017-04-21 05:34:59,IW35016647,Lake St. Moritz,0.9686038224189948,2017-04-21T05:34:59,0.5676259053273461,0.5724486651290023,38.8121546961326,Sentinel-1,0.02,13.899544464437561,0.26926303796274004,True,True,10.450678683360492
2017-04-22 05:25:56,IW35016647,Lake St. Moritz,0.977351611766446,2017-04-22T05:25:56,0.7234248572417403,0.5469959266741887,0.2762430939226519,Sentinel-1,0.02,44.58749690107317,0.8715532392179057,True,True,0.24076056331986342
2017-04-22 10:09:42,IW35016647,Lake St. Moritz,0.7749289494234184,2017-04-22T10:09:42,0.9835626834725916,1.0,0.0,Landsat-8,1.0,96.71253669451832,74.94534445675689,False,False,0.0
2017-04-22 10:10:06,IW35016647,Lake St. Moritz,0.9545969413229666,2017-04-22T10:10:06,0.9811410245584316,1.0,0.0,Landsat-8,1.0,96.2282049116863,91.85915007769542,False,False,0.0
